1959770	15
1959771	15
1959772	15
1959773	14
1959774	14
1959775	14
1959776	14
1959777	14
1959778	14
1959779	14
1959780	14
1959781	14
1959782	14
1959783	13
1959784	14
1959785	14
1959786	15
1959787	15
1959788	16
1959789	16
1959790	16
1959791	16
1959792	16
1959793	16
1959794	16
1959795	16
1959796	16
1959797	16
1959798	16
1959799	16
1959800	16
1959801	16
1959802	16
1959803	16
1959804	16
1959805	16
1959806	16
1959807	16
1959808	16
1959809	16
1959810	15
1959811	15
1959812	16
1959813	17
1959814	17
1959815	17
1959816	18
1959817	18
1959818	18
1959819	18
1959820	18
1959821	18
1959822	18
1959823	18
1959824	18
1959825	18
1959826	18
1959827	18
1959828	18
1959829	19
1959830	19
1959831	19
1959832	19
1959833	19
1959834	19
1959835	19
1959836	19
1959837	19
1959838	19
1959839	19
1959840	19
1959841	19
1959842	19
1959843	19
1959844	19
1959845	19
1959846	19
1959847	19
1959848	19
1959849	19
1959850	19
1959851	18
1959852	18
1959853	18
1959854	18
1959855	18
1959856	19
1959857	19
1959858	19
1959859	19
1959860	19
1959861	19
1959862	19
1959863	19
1959864	19
1959865	19
1959866	19
1959867	19
1959868	19
1959869	19
1959870	19
1959871	20
1959872	20
1959873	20
1959874	21
1959875	21
1959876	22
1959877	22
1959878	22
1959879	22
1959880	22
1959881	22
1959882	22
1959883	22
1959884	22
1959885	22
1959886	22
1959887	21
1959888	21
1959889	21
1959890	21
1959891	21
1959892	21
1959893	21
1959894	21
1959895	21
1959896	21
1959897	21
1959898	21
1959899	21
1959900	21
1959901	23
1959902	23
1959903	23
1959904	23
1959905	23
1959906	23
1959907	22
1959908	22
1959909	22
1959910	22
1959911	22
1959912	22
1959913	22
1959914	22
1959915	22
1959916	22
1959917	22
1959918	22
1959919	22
1959920	22
1959921	22
1959922	22
1959923	22
1959924	22
1959925	22
1959926	22
1959927	22
1959928	22
1959929	22
1959930	22
1959931	22
1959932	22
1959933	22
1959934	21
1959935	21
1959936	21
1959937	21
1959938	21
1959939	21
1959940	21
1959941	21
1959942	21
1959943	21
1959944	21
1959945	21
1959946	21
1959947	21
1959948	21
1959949	21
1959950	21
1959951	21
1959952	21
1959953	21
1959954	21
1959955	21
1959956	21
1959957	21
1959958	21
1959959	21
1959960	21
1959961	21
1959962	21
1959963	20
1959964	20
1959965	20
1959966	20
1959967	20
1959968	20
1959969	20
1959970	20
1959971	20
1959972	20
1959973	20
1959974	20
1959975	20
1959976	20
1959977	20
1959978	20
1959979	20
1959980	20
1959981	20
1959982	20
1959983	20
1959984	20
1959985	20
1959986	20
1959987	20
1959988	20
1959989	20
1959990	20
1959991	20
1959992	20
1959993	20
1959994	20
1959995	20
1959996	20
1959997	20
1959998	20
1959999	20
1960000	20
1960001	20
1960002	20
1960003	20
1960004	20
1960005	20
1960006	20
1960007	20
1960008	20
1960009	20
1960010	20
1960011	20
1960012	20
1960013	20
1960014	20
1960015	20
1960016	21
1960017	21
1960018	21
1960019	21
1960020	21
1960021	21
1960022	21
1960023	21
1960024	21
1960025	20
1960026	20
1960027	20
1960028	20
1960029	20
1960030	20
1960031	20
1960032	19
1960033	20
1960034	20
1960035	20
1960036	20
1960037	20
1960038	20
1960039	20
1960040	20
1960041	20
1960042	20
1960043	20
1960044	20
1960045	20
1960046	20
1960047	20
1960048	20
1960049	20
1960050	21
1960051	21
1960052	21
1960053	21
1960054	21
1960055	21
1960056	20
1960057	20
1960058	20
1960059	20
1960060	20
1960061	20
1960062	20
1960063	21
1960064	21
1960065	21
1960066	22
1960067	22
1960068	22
1960069	21
1960070	21
1960071	22
1960072	22
1960073	22
1960074	22
1960075	22
1960076	22
1960077	21
1960078	21
1960079	21
1960080	21
1960081	21
1960082	21
1960083	21
1960084	21
1960085	20
1960086	20
1960087	20
1960088	20
1960089	19
1960090	19
1960091	19
1960092	19
1960093	20
1960094	20
1960095	20
1960096	20
1960097	20
1960098	20
1960099	20
1960100	20
1960101	20
1960102	20
1960103	21
1960104	19
1960105	19
1960106	19
1960107	19
1960108	19
1960109	19
1960110	19
1960111	19
1960112	18
1960113	17
1960114	17
1960115	17
1960116	17
1960117	17
1960118	17
1960119	17
1960120	17
1960121	18
1960122	18
1960123	18
1960124	18
1960125	18
1960126	18
1960127	18
1960128	18
1960129	18
1960130	17
1960131	17
1960132	17
1960133	17
1960134	17
1960135	17
1960136	17
1960137	17
1960138	17
1960139	17
1960140	17
1960141	17
1960142	17
1960143	17
1960144	17
1960145	17
1960146	17
1960147	17
1960148	17
1960149	17
1960150	17
1960151	17
1960152	17
1960153	17
1960154	17
1960155	17
1960156	17
1960157	16
1960158	16
1960159	16
1960160	16
1960161	16
1960162	16
1960163	16
1960164	16
1960165	16
1960166	16
1960167	16
1960168	16
1960169	17
1960170	17
1960171	17
1960172	16
1960173	16
1960174	16
1960175	15
1960176	15
1960177	14
1960178	14
1960179	14
1960180	14
1960181	14
1960182	14
1960183	14
1960184	14
1960185	14
1960186	14
1960187	12
1960188	12
1960189	12
1960190	12
1960191	12
1960192	12
1960193	12
1960194	12
1960195	12
1960196	14
1960197	14
1960198	14
1960199	14
1960200	14
1960201	14
1960202	14
1960203	14
1960204	14
1960205	14
1960206	14
1960207	14
1960208	14
1960209	14
1960210	14
1960211	15
1960212	15
1960213	15
1960214	15
1960215	15
1960216	15
1960217	15
1960218	15
1960219	15
1960220	15
1960221	15
1960222	15
1960223	15
1960224	15
1960225	15
1960226	15
1960227	15
1960228	15
1960229	15
1960230	15
1960231	15
1960232	15
1960233	15
1960234	15
1960235	15
1960236	15
1960237	15
1960238	15
1960239	15
1960240	15
1960241	15
1960242	15
1960243	15
1960244	15
1960245	15
1960246	15
1960247	15
1960248	15
1960249	15
1960250	15
1960251	15
1960252	15
1960253	15
1960254	15
1960255	15
1960256	15
1960257	15
1960258	15
1960259	15
1960260	15
1960261	15
1960262	15
1960263	15
1960264	15
1960265	15
1960266	15
1960267	15
1960268	15
1960269	15
1960270	15
1960271	15
1960272	15
1960273	15
1960274	15
1960275	15
1960276	15
1960277	15
1960278	15
1960279	15
1960280	15
1960281	15
1960282	15
1960283	14
1960284	15
1960285	15
1960286	15
1960287	15
1960288	15
1960289	15
1960290	15
1960291	15
1960292	15
1960293	15
1960294	15
1960295	15
1960296	15
1960297	15
1960298	15
1960299	15
1960300	15
1960301	15
1960302	15
1960303	15
1960304	15
1960305	15
1960306	15
1960307	15
1960308	15
1960309	15
1960310	15
1960311	15
1960312	15
1960313	15
1960314	15
1960315	15
1960316	15
1960317	14
1960318	14
1960319	14
1960320	14
1960321	14
1960322	14
1960323	14
1960324	14
1960325	14
1960326	14
1960327	14
1960328	14
1960329	14
1960330	14
1960331	14
1960332	14
1960333	15
1960334	15
