3078904	22
3078905	22
3078906	21
3078907	21
3078908	22
3078909	21
3078910	21
3078911	21
3078912	21
3078913	21
3078914	21
3078915	21
3078916	21
3078917	21
3078918	21
3078919	21
3078920	19
3078921	19
3078922	19
3078923	19
3078924	19
3078925	19
3078926	19
3078927	19
3078928	19
3078929	19
3078930	19
3078931	19
3078932	19
3078933	19
3078934	19
3078935	19
3078936	19
3078937	19
3078938	19
3078939	19
3078940	19
3078941	19
3078942	19
3078943	19
3078944	19
3078945	19
3078946	19
3078947	19
3078948	19
3078949	19
3078950	19
3078951	19
3078952	19
3078953	19
3078954	19
3078955	19
3078956	19
3078957	19
3078958	19
3078959	19
3078960	19
3078961	19
3078962	19
3078963	19
3078964	19
3078965	19
3078966	19
3078967	19
3078968	19
3078969	19
3078970	19
3078971	19
3078972	19
3078973	19
3078974	19
3078975	19
3078976	19
3078977	19
3078978	19
3078979	19
3078980	19
3078981	19
3078982	19
3078983	19
3078984	19
3078985	20
3078986	20
3078987	20
3078988	20
3078989	20
3078990	20
3078991	20
3078992	20
3078993	20
3078994	20
3078995	20
3078996	20
3078997	20
3078998	20
3078999	20
3079000	20
3079001	19
3079002	19
3079003	19
3079004	19
3079005	19
3079006	19
3079007	19
3079008	19
3079009	19
3079010	17
3079011	17
3079012	17
3079013	17
3079014	17
3079015	17
3079016	17
3079017	17
3079018	17
3079019	17
3079020	17
3079021	17
3079022	17
3079023	17
3079024	17
3079025	17
3079026	17
3079027	17
3079028	17
3079029	17
3079030	15
3079031	15
3079032	15
3079033	15
3079034	15
3079035	15
3079036	15
3079037	14
3079038	14
3079039	14
3079040	14
3079041	14
3079042	14
3079043	14
3079044	14
3079045	13
3079046	13
3079047	13
3079048	11
3079049	11
3079050	11
3079051	11
3079052	11
3079053	11
3079054	11
3079055	11
3079056	11
3079057	11
3079058	12
3079059	12
3079060	13
3079061	13
3079062	13
3079063	14
3079064	14
3079065	15
3079066	15
3079067	15
3079068	15
3079069	15
3079070	15
3079071	15
3079072	15
3079073	15
3079074	15
3079075	15
3079076	15
3079077	15
3079078	15
3079079	15
3079080	15
3079081	15
3079082	15
3079083	15
3079084	15
3079085	15
3079086	15
3079087	15
3079088	15
3079089	15
3079090	15
3079091	16
3079092	16
3079093	16
3079094	16
3079095	16
3079096	16
3079097	16
3079098	16
3079099	16
3079100	16
3079101	16
3079102	16
3079103	15
3079104	15
3079105	15
3079106	15
3079107	14
3079108	14
3079109	14
3079110	14
3079111	12
3079112	12
3079113	12
3079114	12
3079115	12
3079116	12
3079117	12
3079118	12
3079119	12
3079120	12
3079121	13
3079122	13
3079123	14
3079124	14
3079125	14
3079126	13
3079127	13
3079128	13
3079129	13
3079130	13
3079131	13
3079132	13
3079133	13
3079134	13
3079135	13
3079136	13
3079137	13
3079138	13
3079139	13
3079140	13
3079141	13
3079142	13
3079143	13
3079144	13
3079145	13
3079146	13
3079147	13
3079148	13
3079149	14
3079150	14
3079151	14
3079152	13
3079153	13
3079154	13
3079155	13
3079156	13
3079157	13
3079158	13
3079159	13
3079160	14
3079161	14
3079162	14
3079163	14
3079164	14
3079165	14
3079166	14
3079167	14
3079168	14
3079169	14
3079170	14
3079171	14
3079172	14
3079173	14
3079174	14
3079175	14
3079176	14
3079177	14
3079178	14
3079179	14
3079180	14
3079181	14
3079182	14
3079183	13
3079184	13
3079185	12
3079186	12
3079187	12
3079188	12
3079189	12
3079190	12
3079191	11
3079192	11
3079193	11
3079194	11
3079195	11
3079196	11
3079197	12
3079198	12
3079199	12
3079200	12
3079201	12
3079202	12
3079203	12
3079204	12
3079205	13
3079206	13
3079207	13
3079208	13
3079209	12
3079210	12
3079211	12
3079212	12
3079213	12
3079214	12
3079215	12
3079216	12
3079217	12
3079218	12
3079219	12
3079220	12
3079221	12
3079222	12
3079223	12
3079224	12
3079225	12
3079226	12
3079227	12
3079228	12
3079229	12
3079230	12
3079231	12
3079232	12
3079233	12
3079234	12
3079235	12
3079236	12
3079237	12
3079238	12
3079239	12
3079240	12
3079241	12
3079242	12
3079243	12
3079244	12
3079245	12
3079246	12
3079247	12
3079248	12
3079249	13
3079250	13
3079251	13
3079252	13
3079253	13
3079254	13
3079255	13
3079256	13
3079257	13
3079258	13
3079259	13
3079260	13
3079261	13
3079262	13
3079263	13
3079264	13
3079265	13
3079266	13
3079267	13
3079268	13
3079269	13
3079270	13
3079271	13
3079272	13
3079273	13
3079274	13
3079275	13
3079276	13
3079277	13
3079278	13
3079279	13
3079280	13
3079281	13
3079282	14
3079283	14
3079284	14
3079285	14
3079286	13
3079287	13
3079288	13
3079289	13
3079290	13
3079291	13
3079292	13
3079293	13
3079294	13
3079295	13
3079296	13
3079297	13
3079298	13
3079299	13
3079300	13
3079301	14
3079302	14
3079303	14
3079304	14
3079305	15
3079306	15
3079307	15
3079308	15
3079309	15
3079310	15
3079311	15
3079312	15
3079313	15
3079314	15
3079315	15
3079316	15
3079317	15
3079318	15
3079319	15
3079320	15
3079321	15
3079322	15
3079323	15
3079324	15
3079325	15
3079326	15
3079327	15
3079328	15
3079329	15
3079330	15
3079331	15
3079332	15
3079333	15
3079334	16
3079335	16
3079336	16
3079337	16
3079338	16
3079339	16
3079340	16
3079341	18
3079342	18
3079343	18
3079344	18
3079345	18
3079346	18
3079347	19
3079348	19
3079349	19
3079350	19
3079351	19
3079352	19
3079353	19
3079354	19
3079355	19
3079356	19
3079357	19
3079358	19
3079359	18
3079360	18
3079361	17
3079362	17
3079363	17
3079364	16
3079365	16
3079366	15
3079367	15
3079368	16
3079369	16
3079370	16
3079371	16
3079372	16
3079373	18
3079374	18
3079375	18
3079376	18
3079377	18
3079378	18
3079379	18
3079380	18
3079381	18
3079382	18
3079383	18
3079384	18
3079385	18
3079386	18
3079387	18
3079388	18
3079389	20
3079390	20
3079391	20
3079392	20
3079393	20
3079394	20
3079395	20
3079396	20
3079397	20
3079398	20
3079399	20
3079400	20
3079401	20
3079402	20
3079403	20
3079404	21
3079405	21
3079406	21
3079407	22
3079408	22
3079409	23
3079410	23
3079411	23
3079412	23
3079413	23
3079414	23
3079415	23
3079416	23
3079417	24
3079418	24
3079419	24
3079420	24
3079421	24
3079422	23
3079423	24
3079424	23
3079425	23
3079426	23
3079427	23
3079428	23
3079429	23
3079430	23
3079431	23
3079432	23
3079433	23
3079434	23
3079435	23
3079436	23
3079437	23
3079438	23
3079439	23
3079440	23
3079441	24
3079442	24
3079443	24
3079444	24
3079445	24
3079446	25
3079447	25
3079448	25
3079449	25
3079450	24
3079451	24
3079452	24
3079453	24
3079454	24
3079455	24
3079456	24
3079457	24
3079458	24
3079459	24
3079460	24
3079461	23
3079462	24
3079463	24
3079464	24
3079465	24
3079466	24
3079467	24
3079468	24
3079469	24
3079470	24
3079471	24
3079472	24
3079473	24
3079474	24
3079475	24
3079476	24
3079477	24
3079478	24
3079479	24
3079480	24
3079481	24
3079482	24
3079483	25
3079484	25
3079485	25
3079486	25
3079487	25
3079488	25
3079489	25
3079490	25
3079491	25
3079492	26
3079493	26
3079494	26
3079495	26
3079496	26
3079497	26
3079498	25
3079499	25
3079500	23
3079501	25
3079502	25
3079503	25
3079504	26
3079505	26
3079506	25
3079507	25
3079508	25
3079509	25
3079510	25
3079511	25
3079512	25
3079513	25
3079514	25
3079515	25
3079516	25
3079517	25
3079518	25
3079519	25
3079520	25
3079521	25
3079522	25
3079523	25
3079524	25
3079525	25
3079526	25
3079527	26
